y1,y2,y3,y4,gen,race,income
0,100,100,100,1,0,52.59897918661
0,100,100,100,0,0,52.1218642253115
100,100,100,100,1,0,51.6083849602095
95,95,75,99,1,0,47.1382876711378
100,100,100,100,1,0,46.9323531918225
100,90,0,0,1,0,42.9433295862332
0,0,100,100,1,0,39.105233224594
100,99,99,50,0,0,45.0029176781861
0,0,0,100,0,0,51.882969791849
50,0,50,0,0,0,51.3520102909975
95,100,90,65,0,0,45.6474205317604
100,85,80,95,0,0,43.8135669387802
20,5,0,1,0,0,47.7110087408245
85,95,75,80,1,0,43.0368284851249
95,90,100,100,0,0,49.8307014919176
100,0,50,100,1,0,48.889828331231
95,75,75,50,1,0,51.1660081546675
95,75,95,90,0,0,48.6544466239921
50,100,0,0,1,0,44.6970777491535
75,100,75,90,0,0,46.5361130369791
25,80,10,80,0,0,51.030276747087
90,50,100,0,1,0,44.3217785953718
50,75,99,100,1,0,50.6972849852455
80,100,50,100,1,0,50.0147689010925
97,98,50,80,0,0,54.6350367299125
100,100,100,99,1,0,50.1019458902945
89,100,99,95,1,0,45.3435654588887
0,0,100,0,0,0,48.3038413813892
98,99,80,99,0,0,50.9858293970045
90,25,25,75,0,0,52.2188487965815
50,0,0,50,1,0,46.4281555827387
0,0,0,50,1,1,49.5733641075783
75,90,99,100,1,1,41.585489307576
17,0,0,100,0,1,46.9374088353993
50,50,99,50,0,1,41.9006415282622
100,70,100,100,0,1,52.6863958615935
85,100,99,80,0,1,47.8894569629406
50,50,50,100,1,1,48.6049386610178
50,99,70,90,1,1,51.424352123952
20,99,99,95,0,0,49.3711430672899
30,0,0,0,0,0,48.8983090462872
50,0,0,0,0,0,50.4701383242765
25,50,50,75,0,0,51.5365194626015
99,70,100,100,0,0,47.994500355768
70,90,70,80,0,0,28.2810122340488
0,0,0,0,1,0,51.2155576088925
75,75,75,90,0,0,48.8360587557124
0,0,0,0,1,0,53.7135763363005
100,100,100,100,0,0,51.6949821581795
90,99,0,99,0,1,52.1141190884755
0,50,100,0,0,1,53.342908432914
50,95,99,0,0,0,52.1388484165805
0,0,100,99,1,0,51.347548075908
85,65,70,90,0,0,47.0015035850532
40,99,75,99,0,0,50.5371417650405
99,100,100,80,0,1,50.0469338498005
35,65,25,30,1,1,45.5155166139469
75,0,100,90,1,1,47.4603137021842
85,100,100,90,1,0,51.175600121433
10,100,93,100,0,0,46.5679472937391
100,80,90,100,0,0,47.5679370783921
100,60,100,95,0,0,44.7404925464426
95,87,80,90,1,0,50.7194331473775
100,99,80,70,0,0,48.4766010994126
100,90,70,95,0,0,48.8204545252994
40,90,50,0,1,0,47.2647304314147
90,0,100,100,1,0,47.8816442339343
1,0,0,0,1,0,48.3753606330817
50,100,100,100,0,0,48.1549579626073
85,95,95,90,1,0,52.396975602067
77,75,100,100,0,0,49.1747809544553
75,90,0,50,1,0,53.0065268698205
50,75,100,75,1,0,44.4630709894601
0,80,99,10,0,0,52.3884224158885
0,1,1,1,0,0,45.549733378125
100,100,100,100,0,0,50.655474273876
9,99,100,100,0,0,50.855641463439
99,100,50,50,0,0,49.6132146001444
0,0,0,0,1,0,44.7744949147441
80,0,0,100,0,1,48.8723447360957
50,75,85,75,1,0,57.2060235696585
0,50,90,90,0,0,50.941693319407
60,90,1,100,0,1,49.8935302284107
0,70,100,75,1,0,46.1867011314648
70,90,50,80,0,0,53.0466916084945
25,50,100,50,0,0,49.3507830590772
97,0,100,100,0,0,41.802173582288
100,0,100,100,1,0,45.611589963608
95,0,100,0,1,0,52.0217661203555
99,0,0,90,1,0,46.1923535311796
99,100,50,80,0,0,52.732158204119
100,100,100,100,1,0,48.5574109182689
100,90,100,90,1,0,39.1877614629401
100,90,90,95,0,0,50.93885664828
50,0,1,0,1,1,51.361485419298
100,100,100,100,0,1,45.7591113554463
95,98,100,45,1,1,48.1841576005542
50,100,0,0,1,1,50.39234462231
0,0,100,100,1,0,46.3036134530823
0,0,50,15,0,0,53.0746187394065
75,100,95,100,1,0,51.2344050070805
75,75,80,90,0,0,53.3570050936595
0,50,100,100,1,0,45.1610632015123
100,1,99,100,0,0,48.8179078870424
50,50,100,0,1,1,51.4799886616395
50,0,50,50,0,1,50.51801088379
0,0,50,50,1,0,48.0857103287101
99,0,90,0,1,0,49.4886368571148
50,50,90,80,0,0,47.7270800514053
95,98,95,100,0,0,52.8201799244555
100,0,0,100,1,0,38.29612465822
99,1,100,100,0,0,47.0675003129353
100,0,50,50,1,0,48.8125805484521
85,8,90,99,0,0,48.3832359716025
69,100,100,95,0,0,48.4846786588442
100,50,0,99,0,0,47.2732149433557
99,100,100,100,0,0,50.2851770627255
50,75,75,90,1,0,50.6364805804055
95,80,90,60,1,0,47.5742216473599
100,100,80,50,1,0,37.1869540574739
100,100,100,100,1,1,48.4783970448516
100,100,100,100,1,0,50.854716626557
100,100,100,100,0,0,43.2673129553833
0,100,90,25,0,0,55.0711594389395
15,65,35,41,0,0,52.0067654349445
90,100,100,80,0,0,49.2697100071412
75,99,95,90,1,0,49.7718270022076
99,100,100,100,0,0,53.4874349289335
0,100,50,0,0,0,52.8807851346005
97,15,100,90,0,0,45.3553000426854
0,0,0,0,1,0,53.1101522208245
100,45,95,0,1,0,48.2270390135945
99,100,100,100,0,0,49.3788050277253
0,100,20,50,1,0,46.6122816938442
75,99,100,100,1,0,51.7321923092575
100,55,50,50,1,0,52.621996281401
50,35,99,25,0,0,50.200327630717
100,100,100,100,0,0,53.246943422501
60,100,100,0,0,0,46.7939728869554
45,0,100,100,0,0,50.884464127007
10,50,100,99,1,1,46.5204069924868
50,100,100,100,0,0,49.3559848530645
90,50,75,100,1,0,45.7622760401946
90,100,100,100,1,0,42.3383789448209
99,100,100,100,0,0,45.5175021140371
0,50,90,50,0,0,52.3951270183825
99,50,100,70,0,0,49.7884536781242
0,100,100,100,1,0,37.6460229832242
99,100,100,100,1,0,45.3391774494928
100,100,100,50,0,0,52.376683939836
100,50,0,0,1,0,42.3590235604011
57,99,97,100,0,0,51.644467067943
30,75,95,35,0,0,52.8865048810245
100,50,50,0,1,0,47.3765355892089
75,0,75,100,0,0,52.5205845138155
50,50,65,70,1,0,44.8347942741929
0,0,5,5,0,0,37.1178360903106
75,99,99,99,0,0,46.2358111420267
50,20,70,50,0,0,49.5997846086938
0,0,100,50,0,0,44.4518799490787
10,90,80,50,0,0,52.1728362807285
85,75,75,90,0,0,50.9129512301825
0,0,100,100,1,0,50.173837128315
100,100,100,0,1,0,52.2529894646205
100,100,90,100,0,0,50.815893616425
1,80,50,80,1,0,49.2575183279665
55,10,50,50,0,0,51.770517412052
90,0,50,0,0,0,49.4272792380474
85,75,75,75,0,0,50.756665056273
0,0,100,99,1,0,44.1944207529363
0,90,98,80,1,0,50.9933601826005
100,0,0,100,0,0,53.4123569375855
65,75,75,75,0,0,51.7062290224535
95,0,80,0,1,0,47.1268731345832
99,75,99,100,0,0,49.8264549383867
5,95,70,5,1,0,50.795572456512
95,95,100,100,0,0,51.4797177576435
75,100,100,100,1,0,46.8095402443731
100,90,90,99,1,0,47.9575663580579
0,0,0,0,1,0,51.620912889825
75,100,100,0,1,1,50.6568606140295
100,75,95,75,1,0,43.5338814179115
10,0,95,90,0,0,48.9386650596495
90,50,100,100,1,0,47.5409777842696
50,100,0,100,1,0,46.8407834348006
50,100,100,100,0,0,50.8647576009945
50,100,100,100,0,0,48.9413078236003
50,99,75,95,0,0,51.085262891304
95,99,99,99,1,0,52.7566962503725
99,50,99,100,0,0,49.5943664413466
98,0,0,0,1,0,47.1895720644787
90,50,100,100,0,0,51.470624262985
80,90,90,90,0,0,48.9267842218392
50,100,100,100,1,0,51.1508429442975
0,90,0,0,1,0,49.4254543681033
0,100,80,90,1,0,51.451590070462
0,90,90,100,0,0,51.4294876246085
50,100,98,90,0,0,52.3533374481845
0,50,96,70,0,0,44.1827503633209
98,100,9,1,0,0,47.4750407429518
50,90,5,100,1,0,47.8452163095305
95,100,99,100,1,0,50.909079826577
75,95,99,98,1,0,50.7418268074945
0,0,98,75,0,0,46.649567554094
50,95,100,100,1,0,50.180576528482
65,100,0,0,1,0,48.4656980595231
85,0,80,94,0,0,47.6892266864099
0,50,0,0,1,0,41.968602144849
0,10,0,100,1,0,47.1011532161786
0,85,70,90,1,0,52.383511636865
100,100,100,100,0,0,46.6495314148991
50,80,75,99,0,0,44.8066421428551
75,0,100,0,0,0,46.5759950774421
75,90,99,25,0,0,49.8888197055832
0,99,50,50,0,0,50.3774769681375
90,100,0,85,0,0,54.876736236016
100,0,0,0,1,0,49.0057299812521
50,0,100,75,1,0,46.6908495520131
100,99,0,100,1,0,47.3721295607836
80,99,85,75,0,1,52.8790653191495
88,50,75,95,0,0,47.2272002910985
90,98,95,56,0,0,51.806489390537
99,100,100,0,1,0,50.046474209197
80,100,100,100,0,0,49.8125279000621
0,0,100,100,0,0,51.297102741387
100,100,99,100,1,0,50.824501040787
99,50,0,0,0,0,46.5254058581758
50,5,0,0,1,0,43.3324326966248
100,75,100,50,0,0,53.049829177994
100,75,100,90,0,0,47.1189991947707
100,99,100,99,0,0,50.527574861681
75,90,75,50,0,0,52.9135459527245
75,0,90,99,1,0,49.8408999412354
100,99,100,100,0,0,47.3436681975356
99,100,99,0,1,0,44.2575510112811
0,98,99,0,1,0,46.6042165392878
25,80,50,50,0,0,50.9818002601055
3,0,60,0,0,0,50.086955617158
75,25,90,95,0,0,51.033039892296
0,100,0,100,1,0,45.8574010859162
90,85,99,100,1,0,49.3229344077879
0,0,50,60,0,0,51.1411482793285
90,50,75,50,0,0,53.940685887777
90,75,50,72,0,0,51.016805907059
100,60,90,50,0,0,52.3765257959555
50,50,100,100,1,0,33.8438756210803
75,100,100,0,1,0,50.039072777852
0,95,0,0,1,0,46.0429165346207
75,80,75,80,0,0,52.186939494279
0,0,100,100,1,0,51.9786304989495
99,100,50,100,1,0,52.037461119256
100,95,95,75,1,0,48.405881298282
95,95,99,0,1,0,49.9051398642199
75,100,0,100,0,0,45.5456089085743
0,100,100,99,0,0,52.1917871929595
50,75,15,65,1,1,45.2996048610303
100,100,20,0,0,0,48.5115975385954
100,0,100,100,0,0,44.6294099058847
70,90,70,100,1,0,42.1402526136597
100,50,25,100,0,0,45.6778999257432
50,30,33,20,0,0,45.9880919098932
0,0,0,100,1,0,42.5204700107283
90,100,99,100,1,0,44.1884749227501
0,0,90,85,1,0,49.9332064281313
100,100,90,100,1,0,43.5181145689459
100,89,6,90,1,0,45.3614597908904
30,0,0,0,0,0,52.052674993877
90,100,100,100,1,0,51.3853889157795
100,100,100,100,0,0,48.3765695966477
100,100,100,100,0,0,50.97442259255
0,80,50,50,0,0,51.895310558782
45,75,100,50,1,0,51.4367139794355
65,75,90,66,1,0,50.9724798062935
90,99,95,99,0,0,47.8730327929282
100,0,100,100,0,0,49.5717553873789
0,100,100,70,1,0,45.7457449566405
35,50,85,75,0,0,46.8223735519546
90,0,50,100,1,0,49.7154720199554
90,80,40,40,1,0,50.687960808899
75,25,0,50,1,0,53.055033417634
50,55,80,0,0,0,50.7999475511565
75,100,99,90,1,0,47.2215348072719
1,97,100,100,1,0,43.0711433911852
70,90,50,90,0,0,47.2504353655893
90,75,90,50,0,0,53.0174415779145
100,100,100,0,0,0,39.0712303159534
75,0,0,0,1,0,42.5617955151566
0,95,98,97,1,0,52.12525591408
67,50,57,99,1,0,47.0252811275509
100,99,100,90,0,1,44.8530664180144
100,100,0,99,0,1,50.1669219517365
98,100,100,100,1,0,38.1480341683173
100,100,100,100,1,0,50.9798123648415
99,100,99,100,1,0,48.256238394279
60,75,95,99,0,0,44.1994842201749
100,0,90,99,0,0,52.075958344084
75,99,100,0,0,0,52.1212510969025
10,50,0,0,1,0,48.1370334173105
100,30,30,100,0,0,45.1008338080358
20,0,50,0,0,0,52.769292991377
75,99,99,100,0,0,49.2926641432361
100,10,100,100,0,0,55.738863856875
50,100,50,50,0,0,51.6130172745005
100,100,100,100,1,0,50.11859244261
98,70,75,90,1,0,39.4890792914781
95,90,50,100,0,0,51.689128130396
100,99,100,100,0,0,44.2910512585793
75,90,95,0,0,0,51.94923365405
100,100,100,100,1,0,46.5587519525471
50,0,10,0,0,0,45.8459181014908
100,100,100,100,1,0,43.8534887543019
98,100,100,50,1,0,44.2808206460939
97,95,95,95,1,0,51.2683196268525
100,85,100,90,0,0,55.136063026622
70,97,99,99,1,0,38.0512603734899
99,100,100,99,0,0,47.1373704556536
5,50,75,50,0,0,45.2994633667818
50,50,50,50,1,1,41.8111728117491
75,100,5,100,0,1,45.2835463213901
0,100,0,100,1,1,46.3413890903779
20,0,100,30,0,1,46.113256154794
45,0,0,0,1,1,51.500050566384
100,100,5,100,1,1,42.3938297329661
40,90,90,90,0,1,46.9653539554267
90,75,95,85,0,0,44.8544214794388
80,96,95,100,0,0,52.0754435497455
90,99,40,40,0,0,51.910725425427
95,80,75,90,0,0,50.5448806632105
90,99,99,95,1,0,46.4770247072339
100,100,100,0,0,1,45.5268195107379
50,50,100,100,0,0,47.0793609119287
97,95,0,0,0,0,50.602743905474
90,100,100,100,0,0,49.3163852127469
90,99,100,80,1,0,51.4603132673405
0,100,88,10,1,0,49.0944299928053
90,75,0,76,0,0,51.761038198357
50,65,50,75,0,0,51.702195448661
80,75,75,90,0,0,50.7887351853835
100,90,100,100,1,0,50.050431802015
0,100,0,0,1,0,47.5536337099247
50,100,100,100,1,1,50.0613794591275
0,100,100,100,1,0,49.5342000910597
50,50,100,75,1,0,48.9325670760824
95,100,100,100,1,0,48.9485230762137
9,100,99,100,0,0,53.031336812106
95,75,75,80,1,0,49.8177291126307
99,75,90,90,0,0,48.6327331975064
80,55,60,60,0,0,46.5353201627336
25,99,100,96,1,0,45.7623172408255
50,75,50,40,0,0,53.76043884018
50,50,50,50,0,0,42.2962947224669
0,99,100,0,1,0,43.8553970398913
100,0,0,100,0,0,50.7919223239565
0,90,0,100,0,0,52.001547396566
0,90,100,99,1,0,48.7570768910237
99,50,40,45,1,1,48.5514925868437
5,50,100,50,0,0,46.8418248087124
100,100,100,100,1,0,50.2717813741465
100,98,100,100,1,0,48.6819546136856
0,0,0,0,1,0,45.741655700852
100,100,100,100,1,0,52.402729385221
50,100,0,0,1,0,48.7881163008096
100,95,97,60,0,0,49.4164538934451
80,90,99,75,0,0,49.5430091201108
0,0,0,100,1,0,48.9027179563838
75,60,75,90,1,0,52.638254048683
0,100,100,95,1,0,48.6873473425628
78,0,50,0,1,0,51.7796354577465
100,0,98,100,1,0,50.504121252247
100,0,100,100,1,0,46.7140106253196
75,80,98,50,0,0,51.381792891246
100,100,100,99,0,0,57.4115234246015
80,99,0,25,0,0,53.7287918925325
50,95,75,75,1,0,45.535922450848
0,100,95,99,1,0,49.3262041193094
0,0,25,0,0,0,52.4350378369045
100,80,90,50,0,0,50.5178256165995
50,50,50,77,1,0,48.4802554308873
95,100,80,75,1,0,50.9525107837435
75,100,100,100,0,0,48.4612001865288
50,30,0,10,0,1,39.2707369795141
100,15,100,100,0,1,45.38532475262
99,90,100,90,1,0,46.0407027073265
50,50,100,99,1,0,50.9238861655695
100,90,100,100,1,0,51.3840605727565
100,99,0,0,1,0,49.8073629739261
0,0,75,75,1,0,42.5109651362576
100,100,100,100,1,0,49.529303708262
35,0,75,100,0,0,46.8521775004528
99,0,98,90,0,0,55.0065284032305
100,100,100,100,1,1,50.069769971489
50,0,0,20,0,1,51.1348920691575
90,90,80,100,1,1,41.7191326560958
87,88,0,0,1,0,50.729613989382
0,0,50,0,0,1,51.9799276234305
0,1,1,0,1,1,48.0956263108889
100,100,100,100,1,0,50.144619443777
0,99,98,50,1,0,42.7248357023039
100,65,50,50,0,1,47.1637387497169
100,100,50,100,1,1,50.3774307430335
90,100,100,100,1,1,47.0841649365576
1,20,99,1,0,1,44.0671200521309
0,100,0,0,0,1,50.8931293605085
50,90,50,0,1,1,50.8040113535535
0,100,100,100,0,1,47.3370881181977
18,100,10,1,1,1,45.6093525162253
50,100,0,90,1,1,47.5732001510808
0,100,100,70,1,1,47.0660626460307
100,100,0,0,0,0,49.8557669111406
100,90,90,97,0,0,45.0809430268429
50,0,100,0,1,1,44.6676013510157
0,0,0,0,1,0,46.5625456149245
100,100,100,100,1,0,37.4549005077183
90,100,100,100,1,0,50.4007310761475
100,75,80,99,1,0,51.56873141035
100,40,0,0,0,0,47.7629070665982
0,0,100,99,1,0,45.2679090310183
0,0,0,0,1,0,52.766935793818
99,100,99,100,0,0,52.6638670774965
100,99,50,1,0,0,48.6803378142873
100,50,50,0,1,0,45.9035423681688
60,50,60,50,0,0,52.08191423924
100,100,85,90,0,0,40.4812626747355
75,75,50,80,1,0,46.8019607683996
100,100,100,100,0,0,45.9461604529911
50,100,50,100,1,0,48.29985821289
69,0,100,100,0,0,54.295105506138
0,100,0,0,0,0,52.7175404884905
90,100,100,100,1,0,47.1580280287101
100,99,100,100,1,0,44.3983035062446
90,100,90,99,0,0,50.385162835424
99,0,0,100,0,0,38.690652698462
25,0,90,99,0,0,44.8147254824653
90,50,75,50,1,0,46.8680117196743
99,0,100,0,1,0,48.4547285647027
0,0,100,100,0,0,47.4961263908721
70,0,0,0,0,0,54.4823922146565
75,45,40,25,0,0,53.8363109607375
75,50,50,0,0,0,48.3262658997591
90,95,90,90,0,0,56.3834913294925
50,60,70,90,1,0,48.3512385459161
50,3,50,0,0,0,51.9694230011175
50,0,0,0,0,0,46.3728100683071
50,100,50,50,1,0,45.3337516142157
75,90,100,100,0,1,50.344649262389
100,90,50,70,1,1,40.1635447285829
99,0,99,0,0,0,49.3838953291301
100,50,50,100,1,0,50.300750144728
100,100,100,100,1,0,44.7737376751448
100,100,50,100,0,1,44.2492562850483
100,20,0,50,0,0,48.3232218756817
100,100,100,100,0,0,45.183362260344
80,90,100,75,0,0,55.708803858354
80,75,50,75,0,0,53.3553897924665
50,0,45,25,0,0,50.5321693989655
99,99,50,89,1,0,49.8444026464509
99,100,10,90,0,0,48.7761092203816
80,100,90,90,1,0,48.4495423421392
100,90,50,80,0,0,44.5921752752439
100,100,100,0,0,0,49.4538120512158
100,25,100,100,0,0,46.9536838021223
90,50,25,50,1,0,44.4751280197618
0,100,75,0,0,1,54.7986388599055
50,0,0,100,0,0,45.5689454254637
50,100,0,0,1,0,48.2182543597301
25,0,0,0,1,0,50.7893669853135
90,100,100,70,1,0,50.7017373111605
50,75,100,75,0,1,50.9310844418445
25,50,99,95,0,0,52.1745901118575
60,75,99,99,0,0,43.3612294002053
100,100,50,100,0,0,47.1122995818854
60,80,100,100,0,0,48.7586341185705
75,45,50,50,1,0,51.49857479573
100,99,0,0,0,0,46.0268200006829
50,99,99,100,1,0,41.4159354673216
75,50,50,50,0,0,51.4477475191065
10,100,95,100,0,0,54.2952021705425
95,90,90,100,1,0,39.6927292591292
75,50,100,100,1,0,50.4622325913415
100,100,75,50,1,0,49.48884567856
75,0,60,0,0,0,50.022327063238
100,1,100,0,1,0,46.6606364596612
50,100,100,100,1,0,49.5174401357024
100,100,100,0,1,0,34.2629413303966
80,0,99,0,1,0,30.6136767155394
99,100,100,100,1,0,49.3481057533028
75,99,95,90,1,0,40.6245879614383
85,99,100,100,0,0,44.8360370518093
90,90,90,90,1,0,45.0154501600163
90,100,100,100,0,0,47.5240959389949
90,80,60,40,1,0,44.4002032067723
100,100,99,98,1,0,47.3604544571967
0,100,99,98,0,0,51.8865387737585
95,100,100,100,1,0,49.6357878527118
75,100,100,100,1,0,43.579301308301
100,100,100,100,0,0,40.4859781925373
90,98,50,50,0,0,52.150422031216
95,98,85,99,0,0,50.4861021844735
95,100,80,98,1,0,47.9874074021055
0,50,0,0,1,1,49.4694165018799
1,100,50,0,0,1,51.3342063643875
100,100,98,98,0,0,41.8493589373657
100,75,0,0,0,0,53.8054638904745
50,75,100,100,1,0,50.2045114134565
5,0,0,50,1,1,43.5995050052612
100,90,0,100,1,1,48.5781367043663
0,100,0,99,0,0,45.5533115065312
95,100,90,100,0,0,47.9461367287207
75,0,0,0,0,0,48.5474515717899
50,95,100,100,1,0,48.8803196859139
100,99,99,50,0,0,50.552034833363
0,98,100,100,0,0,51.057890708185
65,85,85,60,0,0,43.2918631640278
95,0,0,75,0,0,47.5391983822479
90,100,98,100,0,0,51.3816824228255
5,1,1,65,0,0,44.4655621157797
0,90,90,90,0,0,46.8119483589964
100,50,20,95,1,0,50.670864538958
75,20,90,50,0,0,51.2413829928205
50,100,50,95,1,0,47.3503806520174
99,50,90,90,1,0,50.2575580557615
0,0,10,75,1,0,45.6877099847423
90,70,75,65,0,0,51.2208298533925
100,100,100,100,1,0,49.6089875048483
75,50,70,50,0,0,45.6818727993494
85,0,50,50,0,0,56.488558992084
100,50,50,50,0,0,50.145368236234
75,70,80,50,1,0,45.2062813978622
95,1,90,90,1,0,48.585685854103
100,0,0,75,0,1,47.0914312643026
99,89,95,35,0,0,49.798978767326
100,95,95,97,0,0,44.223681561454
90,95,90,95,1,0,48.2011465623615
50,0,0,0,0,1,50.1218632219835
98,99,95,98,1,0,50.789266326629
3,50,82,75,1,0,43.2722558314092
5,25,0,50,0,0,50.986813819056
0,97,97,99,1,0,38.6331775674575
95,0,100,100,1,0,49.997831973806
25,95,100,70,1,0,49.9966192146318
95,95,99,80,0,0,52.8299987306695
99,85,90,90,0,0,47.451945765508
99,99,100,100,1,0,46.1435591569259
90,50,75,60,0,0,49.1495109337272
0,100,100,98,0,0,51.4241310605985
90,70,98,80,1,0,47.9336725070256
90,95,60,80,1,0,51.573599953106
100,0,100,100,1,0,55.433225755016
100,100,85,0,0,0,45.4508474974389
99,99,100,99,1,0,45.2574450529168
45,75,90,50,0,0,51.7103024750215
0,10,90,100,1,0,46.0571345694998
10,99,95,90,1,0,49.6589439481491
100,100,100,0,0,0,54.714066606503
0,100,100,0,0,0,35.4576498985726
100,100,100,100,0,0,53.772464398329
75,0,95,95,1,0,49.5084628249471
0,100,100,0,1,1,47.0178245215235
100,0,100,100,0,0,53.3677926484275
98,0,100,99,1,0,51.2877303278535
0,0,5,5,1,1,48.924579629301
100,0,100,100,1,0,47.7127635138834
97,100,100,100,1,0,48.2634892922916
0,0,0,100,1,0,49.6051736123691
1,30,100,99,1,0,50.239569125783
99,50,99,50,0,0,52.620847028291
100,90,50,100,1,0,46.2025593412165
50,100,70,75,0,0,50.794436941221
100,9,100,100,0,0,46.3201789449928
75,94,99,95,0,0,50.462821966314
0,0,50,20,1,0,47.3474527897743
0,10,0,0,1,0,46.3265159827808
75,75,50,75,1,0,52.54922021983
100,99,0,0,0,0,50.1948639694865
100,99,99,100,0,0,52.247211079017
90,100,50,50,1,0,50.063795866199
100,0,70,50,0,0,49.5915974691113
55,100,0,80,1,0,45.9683592557097
56,35,75,50,0,0,51.2056215595345
90,100,100,100,0,0,52.1707783984585
0,98,99,98,0,1,50.6495123819895
97,99,90,75,0,0,52.2563486062225
1,50,50,0,1,1,43.4421638388396
0,98,0,0,1,0,51.863261059277
0,0,50,0,0,0,49.5432734272202
100,95,89,99,1,0,48.1550718696701
100,95,75,75,1,0,48.1881064408632
100,100,100,0,0,0,54.6205378450775
80,80,0,100,0,0,52.614177442415
0,99,75,30,0,0,49.3977302428124
75,80,76,80,1,0,51.055748816714
60,96,80,98,0,0,52.2476687781335
30,50,51,60,0,0,46.4884026500976
100,75,100,100,1,0,46.5629210728809
50,50,50,0,0,0,52.755044095944
100,100,100,100,1,0,52.063614036594
100,0,100,50,0,1,41.3201110600392
0,2,0,0,0,1,46.315527455532
75,75,70,75,1,1,49.0399458110362
0,0,100,0,0,0,47.9602642598863
100,100,0,50,0,0,51.095312760783
1,0,0,100,0,1,33.4160920859468
0,1,1,1,0,1,41.6334559670577
0,0,50,50,0,0,37.3508661264236
60,0,100,100,0,0,40.6550745629738
0,0,95,100,1,0,50.1430014265655
100,100,100,0,0,1,48.9693226187098
85,100,75,65,0,0,49.42808168194
90,100,95,90,0,0,51.437539044759
100,100,85,85,0,0,47.0899409577168
0,100,90,100,0,0,51.2148553883735
100,100,99,20,1,0,48.9318505272334
75,100,99,0,1,0,46.1621041508854
100,100,100,90,1,1,46.3511011751346
100,75,50,0,0,0,39.1930966500593
0,80,0,45,0,0,45.6425066893377
100,0,100,0,1,0,35.6746428286582
0,0,100,100,0,0,49.9636653096542
0,0,50,100,0,0,55.37562378571
0,0,80,100,1,0,50.6620782293705
50,15,85,80,1,0,49.8470348755525
100,99,85,100,0,0,51.3631851631195
0,100,100,100,0,0,50.4426581570415
75,97,50,15,0,0,50.5485877051665
15,99,99,50,0,0,53.294179402652
100,95,90,90,1,0,43.3683428882198
50,50,75,50,0,0,47.988162611301
99,95,0,0,0,0,53.6120491320955
0,0,0,100,1,0,48.429119321236
50,50,80,100,0,0,49.9213429110103
100,100,100,0,0,0,55.540368314511
0,75,95,50,0,1,45.9411172864123
100,100,50,100,1,0,52.0395401817755
90,100,0,0,0,0,49.8658024947656
50,100,100,100,0,0,50.0150094414055
100,75,100,0,1,0,44.6538266591622
100,100,100,100,1,0,47.2725383201682
50,0,50,50,0,0,53.717136974354
0,0,100,50,1,0,40.4274206106169
0,50,50,50,0,0,47.7562933279188
50,95,100,100,1,0,50.4478370871495
0,100,100,100,1,0,48.7878647123454
100,75,100,100,0,0,53.3343827909705
50,50,95,99,1,0,41.8830735839084
95,100,100,100,1,0,49.0799475138451
50,50,75,80,1,0,47.8941166286553
100,0,100,100,0,0,49.4456603833002
0,0,0,0,1,0,47.4915545859325
97,100,99,90,1,0,41.5000989330782
100,100,100,100,1,0,48.0896713763105
50,100,50,50,0,0,49.8231329776686
0,65,100,80,0,1,52.362153505821
100,100,75,50,0,0,49.0246552459466
80,75,75,60,0,0,52.539891627758
90,95,60,70,0,0,52.806417961091
90,100,100,100,1,0,50.6830924895225
50,0,0,0,1,1,46.1779037679389
50,0,0,1,1,1,48.5595071695478
90,95,0,100,1,0,50.7453100376725
70,75,100,100,0,0,49.9913327585152
75,50,98,100,1,0,44.5984123207105
100,100,10,5,1,0,50.305796746047
75,90,90,100,1,0,46.2905933204469
50,0,90,90,0,0,49.0369819111444
99,99,99,90,1,0,48.0125894770249
90,70,99,90,1,0,53.346933816003
0,0,50,100,0,0,52.04329146001
100,100,90,75,0,0,48.5995258092902
100,100,100,100,1,0,37.5911259728662
100,100,100,100,1,0,52.352889143884
90,40,85,30,0,0,53.970334580115
1,100,100,100,0,0,53.063660721893
45,90,0,0,1,0,47.8417671798604
25,100,100,50,1,0,48.2611594289583
20,99,50,90,0,0,51.170871743382
1,0,100,100,0,0,48.0434884712213
90,99,80,0,1,1,43.8962128569645
2,50,50,100,1,1,40.9680700747134
0,100,50,50,0,0,46.7835187197612
0,75,100,100,1,0,47.2295189360856
100,99,50,85,1,0,45.1883013102837
50,98,100,99,1,0,46.6865194065108
100,0,45,40,0,0,46.4134589727273
100,100,100,75,1,0,50.4777135528905
100,95,95,100,1,1,46.4589179977261
50,10,50,0,0,0,50.7583488748665
95,29,99,50,0,0,50.9011964467195
90,50,90,95,0,1,46.5930675315273
50,0,40,0,0,0,48.9744740049194
50,90,75,98,1,0,46.7985331425379
0,2,0,0,0,0,55.1498327572515
75,75,25,100,1,0,46.6462000616258
50,99,50,0,1,0,44.9687861742477
50,50,50,50,1,1,49.6868691335157
0,99,0,0,1,0,46.1867291179767
95,50,100,0,1,0,50.888094677978
100,98,92,60,1,0,46.4795115139354
75,100,60,50,1,0,47.7724496360157
99,99,100,100,1,0,47.2887756617948
99,75,0,100,1,0,51.170587450575
0,0,0,0,1,0,48.0435777650811
100,90,75,95,1,0,46.1293732751448
95,100,0,65,1,0,47.402196474533
90,50,50,90,1,0,47.2767477353622
95,90,99,90,0,0,50.966952423576
75,100,99,60,0,0,47.8625134173695
55,0,50,0,0,1,44.8347441416904
